DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA	n_drugs
DC7KVXW	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DC9U386	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DME9QGW	Marizomib	Phase 3	25.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCA5S4Q	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMNO38U	Bortezomib	.	.	Refractory Plasma Cell Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCATDUW	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DMTWS9E	Apremilast	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DCB4LYI	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMDL2OZ	Aspirin	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCCALVA	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMZ4Q0B	Dasatinib	.	.	Acute Lymphoblastic Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCCOQ02	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCDA2MP	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DM92AH3	Cyproheptadine	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DCDWXYJ	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM58WKG	Panobinostat	Approved	34.0	DMNO38U	Bortezomib	.	.	Relapsed and Bortezomib Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCFHKM0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBHMOX	Palonosetron	Approved	34.0	DMOTQ1I	Ondansetron	.	.	Chemotherapy-induced Nausea and Vomiting	ClinicalTrials.gov	Phase 2	.					3
DCH1LU6	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMFA5MY	Metoclopramide	Approved	34.0	DMHIDCJ	Octreotide	.	.	Malignant Bowel Obstruction	ClinicalTrials.gov	Phase 2	.					3
DCHLP40	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DMUYKBZ	Cyclosporin A	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DCM234Y	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNO38U	Bortezomib	.	.	Primary Systemic Amyloidosis	ClinicalTrials.gov	Phase 2	.					3
DCN1PZR	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4M1SG	Clarithromycin	Phase 2 Trial	21.0	DM73A5J	Lenalidomide	.	.	Relapse/Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCO2B1U	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DMYLOVR	Aciclovir	.	.	Metastatic Castration-resistant Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DCP0GBM	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMWMPD4	Vorinostat	.	.	Relapsed or Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCQEH9V	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMQ8FR2	Prednisolone	Approved	34.0	DMUIE76	Acetaminophen	.	.	Postoperative Pain	ClinicalTrials.gov	Phase 2	.					3
DCQI3SJ	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4M1SG	Clarithromycin	Phase 2 Trial	21.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCRFPHF	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DM8I94Y	Venetoclax	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCRGPGW	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMOTQ1I	Ondansetron	Approved	34.0	DMPFN6Y	Olanzapine	.	.	Emesis	ClinicalTrials.gov	Phase 2	.					3
DCRMF2D	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMIXC7G	Zoledronate	Approved	34.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCSV7TT	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMBFZ6L	Remdesivir	Phase 3 Trial	25.0	DM4V8WF	Cenicriviroc	.	.	COVID-19	ClinicalTrials.gov	Phase 2	.					3
DCUKT0G	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCXBUN3	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNO38U	Bortezomib	.	.	Stage I Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCY2UDG	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMFH15Z	Bendamustine hydrochloride	Approved	34.0	DMNO38U	Bortezomib	.	.	Stage I Multiple Myeloma	ClinicalTrials.gov	Phase 2	.					3
DCYABFL	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DM73A5J	Lenalidomide	.	.	Amyloidosis	ClinicalTrials.gov	Phase 2	.					3
DCYPCFI	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma in Relapse	ClinicalTrials.gov	Phase 2	.					3
DC1SGGR	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMVYRH2	Perifosine	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC66OVY	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM4M1SG	Clarithromycin	Phase 2 Trial	21.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC868R0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DML4ZOT	Lidocaine	Approved	34.0	DMMIU2C	Methylprednisolone	.	.	Sciatica	ClinicalTrials.gov	Phase 1	.					3
DCB4TIP	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMCJN1P	Plerixafor	Approved	34.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCP9M07	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMUYKBZ	Cyclosporin A	.	.	Hemophagocytic Syndrome	ClinicalTrials.gov	Phase 1	.					3
DC03O1X	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DMNE7L3	CC-220	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC0T6J6	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8I94Y	Venetoclax	Approved	34.0	DMNO38U	Bortezomib	.	.	Relapsed/Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC18VJ2	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMTA5OE	Azacitidine	.	.	Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC1IKV8	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8X2EH	Everolimus	Approved	34.0	DMMX75K	LEE011	.	.	Acute Lymphoblastic Leukemia ALL	ClinicalTrials.gov	Phase 1	.					3
DC1K0UI	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMINOX3	Vincristine	Approved	34.0	DMP6SC2	Irinotecan	.	.	Non-Hodgkins Lymphoma	ClinicalTrials.gov	Phase 1	.					3
DC36V79	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMYZJGB	Ibrutinib	.	.	Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC3A0YB	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMTGBAX	Pomalidomide	Approved	34.0	DMYZJGB	Ibrutinib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC3H4D0	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DMYZJGB	Ibrutinib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC5ITF8	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC5KSWK	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC6B7B1	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC7AK5T	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMWMPD4	Vorinostat	.	.	Relapsed or Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DC9TIYU	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMX4DQH	Delanzomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCE18BM	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM73A5J	Lenalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCEK6HT	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNE7L3	CC-220	Phase 2	21.0	DMNO38U	Bortezomib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCGA61A	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM8X2EH	Everolimus	Approved	34.0	DMMX75K	LEE011	.	.	Pediatric Cancer	ClinicalTrials.gov	Phase 1	.					3
DCH2WO3	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM4O2Z7	Cyclophosphamide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCO0ZYT	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM58WKG	Panobinostat	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCO7BZC	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMSTH01	Rocilinostat	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCQ1M1S	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Refractory Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCTATFC	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DM48K0X	Carfilzomib	Approved	34.0	DM73A5J	Lenalidomide	.	.	Relapsed Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCTGZ6D	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMT5GNL	Romidepsin	Approved	34.0	DMTGBAX	Pomalidomide	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCVMOZF	DMMWZET	Dexamethasone	Phase 3 Trial	25.0	DMNO38U	Bortezomib	Approved	34.0	DMZ4Q0B	Dasatinib	.	.	Multiple Myeloma	ClinicalTrials.gov	Phase 1	.					3
DCSZAA6	DMDI269	Docetaxel	Approved	34.0	DMPDW6T	Epirubicin	Approved	34.0	DMY38SB	CATECHIN	.	.	Breast Cancer	ClinicalTrials.gov	Phase 4	.					3
DC11HNK	DMDI269	Docetaxel	Approved	34.0	DMPDW6T	Epirubicin	Approved	34.0	DMTS85L	Capecitabine	.	.	Breast Cancer	ClinicalTrials.gov	Phase 3	.					3
DC4CO7S	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMMX2E6	Pemetrexed	.	.	Non-small Cell Lung Cancer	ClinicalTrials.gov	Phase 3	.					3
DC57S8S	DMDI269	Docetaxel	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMP6SC2	Irinotecan	.	.	Esophageal Carcinoma	ClinicalTrials.gov	Phase 3	.					3
DC8P2TD	DMDI269	Docetaxel	Approved	34.0	DMLB81S	Paclitaxel	Approved	34.0	DMTJAEP	Vinflunine	.	.	Locally Advanced or Metastatic Unresectable Urothelial Cancer	ClinicalTrials.gov	Phase 3	.					3
DCFMABY	DMDI269	Docetaxel	Approved	34.0	DMGL19D	Enzalutamide	Approved	34.0	DMQ8FR2	Prednisolone	.	.	Metastatic Castration Resistant Prostate Cancer	ClinicalTrials.gov	Phase 3	.					3
DC775W1	DMDI269	Docetaxel	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	.	.	High-grade Serous Ovarian Carcinoma	ClinicalTrials.gov	Phase 2	.					3
DCI3EHU	DMDI269	Docetaxel	Approved	34.0	DMIXC7G	Zoledronate	Approved	34.0	DMWTAOI	Estramustine	.	.	Hormone-Refractory Prostate Cancer	ClinicalTrials.gov	Phase 2	.					3
DCU1KY6	DMDI269	Docetaxel	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMQNWRD	Oxaliplatin	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 2	.					3
DCZA6J2	DMDI269	Docetaxel	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Gastric Cancer	ClinicalTrials.gov	Phase 2	.					3
DC6DYV3	DMDI269	Docetaxel	Approved	34.0	DMF57DM	Pazopanib	Approved	34.0	DMG281S	Carboplatin	.	.	Neoplasms, Breast	ClinicalTrials.gov	Phase 1	.					3
DCXQDVZ	DMDI269	Docetaxel	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMTS85L	Capecitabine	.	.	Esophagus Cancer	ClinicalTrials.gov	Phase 1	.					3
DC5VKGA	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Brenner Tumor	ClinicalTrials.gov	Phase 1	.					3
DCEYJOS	DMDI269	Docetaxel	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMNO38U	Bortezomib	.	.	Non Small Cell Lung Cancer	ClinicalTrials.gov	Phase 1	.					3
DCY0HZW	DMDI269	Docetaxel	Approved	34.0	DMQNWRD	Oxaliplatin	Approved	34.0	DMRICNP	Vandetanib	.	.	Adenocarcinoma of the Gastroesophageal Junction	ClinicalTrials.gov	Phase 1	.					3
DC62YHJ	DM2YGNW	Dactinomycin	Approved	34.0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMINOX3	Vincristine	.	.	Rhabdomyosarcoma	ClinicalTrials.gov	Phase 1	.					3
DCHFR1L	DM2YGNW	Dactinomycin	Approved	34.0	DMCT3I8	Ifosfamide	Approved	34.0	DMINOX3	Vincristine	.	.	Rhabdomyosarcoma	ClinicalTrials.gov	Phase 1	.					3
DCRMGBA	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMFH15Z	Bendamustine hydrochloride	Approved	34.0	DMNO38U	Bortezomib	.	.	Lymphoma	ClinicalTrials.gov	Phase 1	.					3
DCR20ZK	DM6Q7U4	Lenalidomide	Phase 3 Trial	25.0	DMM0XGL	Idarubicin	Approved	34.0	DMZD5QR	Cytarabine	.	.	Myelodysplastic Syndrome	ClinicalTrials.gov	Phase 1	.					3
DC08DRK	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMMZSXQ	Azathioprine	Approved	34.0	DMTQXS7	Mercaptopurine	.	.	Crohn's Disease	ClinicalTrials.gov	Phase 4	.					3
DC3OAEB	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMUYKBZ	Cyclosporin A	.	.	Hematopoietic Stem Cell Transplantation	ClinicalTrials.gov	Phase 4	.					3
DC4YGOL	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMICA9H	Sulfasalazine	Approved	34.0	DMXZAL2	Hydroxychloroquine	.	.	Rheumatoid Arthritis	ClinicalTrials.gov	Phase 4	.					3
DC5KP7N	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMICA9H	Sulfasalazine	Approved	34.0	DMXZAL2	Hydroxychloroquine	.	.	Arthritis, Rheumatoid	ClinicalTrials.gov	Phase 4	.					3
DC61B0K	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMUYKBZ	Cyclosporin A	.	.	Beta-Thalassemia Major	ClinicalTrials.gov	Phase 4	.					3
DC9EHO7	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMICA9H	Sulfasalazine	Approved	34.0	DMR8ONJ	Leflunomide	.	.	Psoriatic Arthritis	ClinicalTrials.gov	Phase 4	.					3
DCJN91L	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DM8BKU9	Acitretin	Approved	34.0	DMUYKBZ	Cyclosporin A	.	.	Plaque Psoriasis	ClinicalTrials.gov	Phase 4	.					3
DCA69PQ	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMF28YC	Atorvastatin	Phase 3 Trial	25.0	DMZ7XNQ	Tacrolimus	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 3	.					3
DCXC09Y	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMZ7XNQ	Tacrolimus	.	.	Chronic Myelogenous Leukemia	ClinicalTrials.gov	Phase 3	.					3
DC31FMS	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMKECZD	Temozolomide	Approved	34.0	DMYZJGB	Ibrutinib	.	.	Primary Central Nervous System Lymphoma	ClinicalTrials.gov	Phase 2	.					3
DC838W5	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMF28YC	Atorvastatin	Phase 3 Trial	25.0	DMZ7XNQ	Tacrolimus	.	.	Acute Myelogenous Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCJI1O7	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMNO38U	Bortezomib	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCL4PX4	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMMZSXQ	Azathioprine	Approved	34.0	DMU65NK	Mycophenolic acid	.	.	Mucous Membrane Pemphigoid	ClinicalTrials.gov	Phase 2	.					3
DCMHPS9	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMWMPD4	Vorinostat	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Graft vs Host Disease	ClinicalTrials.gov	Phase 2	.					3
DCWL1XT	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMTL94F	Maraviroc	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Acute Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCWQ945	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DM7NKEV	Thioguanine	Preclinical	2.1	DMUAZWG	Leucovorin	.	.	Hodgkin's Disease	ClinicalTrials.gov	Phase 2	.					3
DC0GFSX	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMOTQ1I	Ondansetron	Approved	34.0	DMUAZWG	Leucovorin	.	.	Juvenile Idiopathic Arthritis	ClinicalTrials.gov	Phase 1	.					3
DC0MTOY	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMNO38U	Bortezomib	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Graft Versus Host Disease	ClinicalTrials.gov	Phase 1	.					3
DC1N5HJ	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMXZAL2	Hydroxychloroquine	.	.	Recurrence (Disease Attribute)	ClinicalTrials.gov	Phase 1	.					3
DC2P00C	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMUYKBZ	Cyclosporin A	.	.	Acute Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCL7YBJ	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMICA9H	Sulfasalazine	Approved	34.0	DMR8ONJ	Leflunomide	.	.	Chronic Nonbacterial Osteomyelitis	ClinicalTrials.gov	Phase 1	.					3
DCLPML3	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMMZSXQ	Azathioprine	Approved	34.0	DMTQXS7	Mercaptopurine	.	.	Inflammatory Bowel Disease	ClinicalTrials.gov	Phase 1	.					3
DC26KNS	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMCVJ86	Clofarabine	Approved	34.0	DMZD5QR	Cytarabine	.	.	Leukemia	ClinicalTrials.gov	Phase 1	.					3
DCEAFKR	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DM5DSFZ	Rifampicin	Approved	34.0	DMDEXQ0	Febuxostat	.	.	Drug Interaction	ClinicalTrials.gov	Phase 1	.					3
DCEQO1B	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMNO38U	Bortezomib	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Hematologic Malignancies	ClinicalTrials.gov	Phase 1	.					3
DCRVSCR	DM2TEOL	Methotrexate	Phase 1/2 Trial	19.0	DMIZKOP	Thiotepa	Approved	34.0	DMVRLT7	Fludarabine	.	.	Lymphoma	ClinicalTrials.gov	Phase 1	.					3
DC576S1	DM4O2Z7	Cyclophosphamide	Approved	34.0	DM4BDON	Methylprednisolone	Phase 3 Trial	25.0	DMMZSXQ	Azathioprine	.	.	Lupus Nephritis	ClinicalTrials.gov	Phase 4	.					3
DCEEEZI	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMINOX3	Vincristine	Approved	34.0	DMMWSUL	Lomustine	.	.	Untreated Childhood Medulloblastoma	ClinicalTrials.gov	Phase 3	.					3
DCSD3XA	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMDI269	Docetaxel	Approved	34.0	DMPDW6T	Epirubicin	.	.	Breast Cancer	ClinicalTrials.gov	Phase 3	.					3
DCW552D	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMIZKOP	Thiotepa	Approved	34.0	DMXZRW0	DTI-015	.	.	Breast Cancer	ClinicalTrials.gov	Phase 3	.					3
DC3CAQE	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMGW1ID	Sirolimus	Phase 3	25.0	DMUYKBZ	Cyclosporin A	.	.	Acute Lymphoblastic Leukemia	ClinicalTrials.gov	Phase 2	.					3
DC3JKQJ	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMLB81S	Paclitaxel	.	.	Lung Cancer	ClinicalTrials.gov	Phase 2	.					3
DC9WCRN	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMZ7XNQ	Tacrolimus	.	.	Acute Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCBAHA8	DM4O2Z7	Cyclophosphamide	Approved	34.0	DM4BDON	Methylprednisolone	Phase 3 Trial	25.0	DMZ7XNQ	Tacrolimus	.	.	Kidney Transplantation	ClinicalTrials.gov	Phase 2	.					3
DCCBX4E	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMCVJ86	Clofarabine	Approved	34.0	DME4TH4	Etoposide	.	.	Acute Myeloid Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCCFQRU	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMZ7XNQ	Tacrolimus	Approved	34.0	DMZ7XNQ	Tacrolimus	.	.	Graft Vs Host Disease	ClinicalTrials.gov	Phase 2	.					3
DCCX6PZ	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMXZRW0	DTI-015	.	.	Lymphoma	ClinicalTrials.gov	Phase 2	.					3
DCECI3I	DM4O2Z7	Cyclophosphamide	Approved	34.0	DM4BDON	Methylprednisolone	Phase 3 Trial	25.0	DMQ7WL7	Prednisone	.	.	Lymphoproliferative Disorder	ClinicalTrials.gov	Phase 2	.					3
DCENLKG	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMSE3I7	Gemcitabine	Preclinical	2.1	DMXYJ9C	Busulfan	.	.	Acute Lymphoblastic Leukemia, Adult	ClinicalTrials.gov	Phase 2	.					3
DCI2UFM	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMUYKBZ	Cyclosporin A	Phase 2 Trial	21.0	DMVRLT7	Fludarabine	.	.	Chronic Myelogenous Leukemia	ClinicalTrials.gov	Phase 2	.					3
DCJP2JH	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMZ7XNQ	Tacrolimus	.	.	Hematologic Malignancy	ClinicalTrials.gov	Phase 2	.					3
DCKOQ5H	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMPQAGE	Mycophenolate mofetil	Investigative	0.0	DMZ7XNQ	Tacrolimus	.	.	Hematological Malignancies	ClinicalTrials.gov	Phase 2	.					3
DCN7EZ7	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMG281S	Carboplatin	Approved	34.0	DMIZKOP	Thiotepa	.	.	Breast Cancer	ClinicalTrials.gov	Phase 2	.					3
DCNHQ9W	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMP6G8T	Topotecan	Approved	34.0	DMSQLZJ	Nifurtimox	.	.	Neuroblastoma	ClinicalTrials.gov	Phase 2	.					3
DCQG4P0	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMNH3PG	Etoposide	Phase 2 Trial	21.0	DMXZRW0	DTI-015	.	.	Non-Hodgkin Lymphoma	ClinicalTrials.gov	Phase 2	.					3
DCQY0XW	DM4O2Z7	Cyclophosphamide	Approved	34.0	DMIZKOP	Thiotepa	Approved	34.0	DMVRLT7	Fludarabine	.	.	Lymphoma	ClinicalTrials.gov	Phase 2	.					3
